top10k,isbn,faust_number,title
6467,6467,48959784,den store quiz om lille danmark
6470,6470,52005957,den kloge fader brown
6472,6472,38411799,meghan og harry
6477,6477,47814464,ottos ikkenoget historier
6478,6478,47919894,mysteriet amy snow
6480,6480,39160218,ryd op og faa styr paa dit liv
6482,6482,24741133,flunkerne i tidsmaskinen
6483,6483,48629091,mit skatkammer
6485,6485,53970591,anne bliver laerer
6487,6487,54240074,ella fitzgerald
6492,6492,51191285,den forkerte giraf
6497,6497,38188429,rasmus klump sejler jorden rundt
6498,6498,50754324,lady og vagabonden
6502,6502,29364664,turneringen begynder
6504,6504,38869833,vi er det liv vi lever
6507,6507,46747771,soeg og find med plet  masser af dyr
6514,6514,62982195,spillets forbandelse
6515,6515,48455921,mulan
6519,6519,47366909,junglebogen
6522,6522,53812678,villads fra valby laaner en baad
6524,6524,47331196,minecraft  de forsvundne dagboeger
6528,6528,134294337,en lillebitte kattestrofe
6529,6529,48946836,forsvundet sporloest
6533,6533,46595149,lady og vagabonden
6535,6535,52654858,papmachereglen
6540,6540,27423647,pippi finder en spunk
6544,6544,39147874,disneys vaiana
6548,6548,27246508,mordbrand
6549,6549,62890444,fem minutter i godnat  disney junior
6551,6551,51559177,min store findebog med dyr
6555,6555,51355563,honeymoon i paris
6558,6558,48319033,5 minutter i godnat
6559,6559,47583004,hyaenehaeren
6561,6561,61835385,urmageren fra dachau
6572,6572,52357098,eriks nye mejetaersker
6573,6573,53520243,gumle i dinosaurernes verden
6576,6576,46448138,universet
6577,6577,39610329,paa is
6584,6584,47820898,en af os draeber
6585,6585,53459781,yndlingsstrik 4
6586,6586,27644511,emil og ida fra loenneberg
6588,6588,51591062,askepot
6591,6591,28836279,halvbroderen
6592,6592,54965109,dansk kriminalreportage aargang 2016
6597,6597,53364357,da trex tabte sine briller
6598,6598,38925652,doede sjaele
6601,6601,48254861,den mandige elg  elg skriver en bog
6602,6602,46497708,far til fire paa toppen
6604,6604,61959157,raya og den sidste drage
6607,6607,62076747,anna tager over
6609,6609,53575773,historien om ib madsen
6615,6615,54579802,dengang min onkel kulle blev skoer
6616,6616,38351125,broedrene karamazov
6617,6617,28112734,en ukendt verden
6618,6618,48726658,turneringen begynder
6619,6619,46213378,har du lyst
6621,6621,28042817,bortfoert
6622,6622,48536069,disneys sjov med minnie mouse
6624,6624,61911669,de sejeste superhelte
6628,6628,27246702,farligt spil
6636,6636,135210994,lasseleif er skoer med dans
6645,6645,46378415,rosa laerer at cykle
6650,6650,46673263,loegneren
6661,6661,51346467,den monsterstore bog med hylesjove vittigheder og gaader
6663,6663,52957028,saldo negativ
6672,6672,48396992,heinz i hitlers luftwaffe
6673,6673,54996608,kvit eller dobbelt
6674,6674,61371575,hvad laver alfons aabergs far
6679,6679,46578414,det passer perfekt  ord
6682,6682,26848563,peter pedal besoeger en chokoladefabrik
6683,6683,53977022,gensynet
6684,6684,47640652,vilde gaader
6686,6686,52973317,stoerst af alt
6687,6687,29579563,svigt
6688,6688,55153388,ud og se
6689,6689,52610001,brandbilen og andre udrykningskoeretoejer
6690,6690,51130995,koed og blod
6694,6694,48154751,de gode aar
6696,6696,53002102,maaske fra oven
6702,6702,46471504,nemt vegetarisk
6705,6705,45929949,kommissaeren gaar til opera
6710,6710,39323885,luk oejnene i og sov godt
6711,6711,46124804,soester min
6724,6724,52937329,calendar girl 8
6727,6727,46952235,vaek i vrimlen  dinosaurer
6730,6730,50709515,delhis smukkeste haender
6732,6732,51952057,alle kvinders sundhedsbibel
6733,6733,54246412,den faldende detektiv
6740,6740,53970125,droemmen gaar i opfyldelse
6741,6741,54188927,kend de stoerste fodboldklubber
6745,6745,54365705,olafs sommerdag
6747,6747,38809229,blind gudinde
6754,6754,29891966,jordemoderen fra hope river
6755,6755,27462936,ridder af skraldespanden
6761,6761,54984324,soesteren
6766,6766,38529633,min lille bog om sengetid
6767,6767,47900964,et haar for meget
6768,6768,55129606,investering  laer det selv
6769,6769,38282832,bro bro brille  og andre boernesange
6772,6772,39280248,eventyrhuset
6783,6783,38239562,disneys fem minutter i halloween
6789,6789,46562895,isadora moon laver ballade
6796,6796,47694132,199 ting paa bondegaarden
6801,6801,39618834,elsk dig selv
6806,6806,38480235,motor mille paa maskintur
6807,6807,61473203,offer
6809,6809,54732821,lupus
6810,6810,53094473,den store vrimlebog om lufthavne
6814,6814,46742419,vaek i vrimlen  zoo
6816,6816,38529668,min lille bog om kroppen
6818,6818,52857007,taenk stort og slip din indre ivaerksaetter loes
6821,6821,53574122,giftige dyr
6823,6823,51242874,charles street nr 44
6827,6827,38437895,madro
6829,6829,51716183,ninja niller sat ud af spillet
6832,6832,46352521,kig og snak om aarstiderne
6836,6836,51242491,brudt
6837,6837,26760798,sif paa en mur
6838,6838,62500654,jeg vil ikke i skole
6839,6839,53537405,modne kvinder
6842,6842,53619223,gyldendals store julebog for de smaa
6843,6843,53931685,manden der styrtede ned
6855,6855,39305127,den magiske floejtespiller
6861,6861,53624715,peter pedal skal i boernehave
6863,6863,54157061,rasmus klump som dykker
6869,6869,46811607,skal vi laese
6870,6870,52319722,vegansk velvaere
6873,6873,51060687,en god ven
6876,6876,53563333,peter pedal hjaelper paa museet
6878,6878,62232366,forbrydelsens sind
6879,6879,53090389,sofie spiller fodbold
6882,6882,51830318,50 overraskelser under havet
6883,6883,53333710,boris taber hovedet
6886,6886,27592805,interview
6897,6897,51030109,alice i eventyrland
6902,6902,62755946,klovn 2
6903,6903,50618463,kaerestebrev  lejrtur
6904,6904,46017374,rasmus klump bygger skib
6906,6906,50571467,ninja niller  blodets baand del 2
6907,6907,53347886,der er ingen drager i den her historie
6913,6913,53511244,my little pony  the movie
6917,6917,62616628,hvor er staerksmoelf
6920,6920,55107203,den sporloese
6922,6922,28913184,hvem er jeg
6924,6924,53681336,ravnens rede
6929,6929,26892163,jon paa maal
6931,6931,53580033,skjulte fejl og mangler
6951,6951,48724272,123 baeredygtig
6955,6955,52530482,hos dvaergene
6963,6963,48481345,vi er natur
6965,6965,53978193,guds blinde oeje
6968,6968,52067316,doedemandsbugten
6970,6970,54934157,gummitarzan og andre historier
6971,6971,53987672,esport
6972,6972,53917100,lasseleif og den sidste sut
6976,6976,29908354,venner for altid
6981,6981,54092911,rosa i biografen
6983,6983,47820847,my little pony  skandaler i ponyville og andre historier
6989,6989,39022222,et forfoerende tilbud
6993,6993,22198025,vaek tigeren
7003,7003,54604629,de utrolige 2
7007,7007,54211341,heste
7010,7010,38602748,naadesloes
7014,7014,134982187,hjemme hos bluey
7016,7016,46774272,det fortryllede trae 1
7019,7019,39024357,kunsten at leve
7024,7024,51030176,frost
7031,7031,53039316,kun de uskyldige
7035,7035,47130549,falken fra sparta
7036,7036,134559373,alt om bluey
7037,7037,51757440,de smaa monstre  uhyret
7038,7038,135758787,aeroe manifestet
7040,7040,47573025,den fantastiske bogslugende dreng
7041,7041,38201204,de forsvundne
7043,7043,21085081,palle alene i verden
7044,7044,135117854,airfryer kogebogen
7049,7049,52641306,alle tre kom ind i boernehaven aerten
7053,7053,38892487,daemon tandlaegen
7058,7058,52610095,gravkoen og andre maskiner paa byggepladsen
7060,7060,54079966,nu er vi to
7064,7064,50628027,boernestrik paa pinde 3 124
7065,7065,47109965,for enden af regnbuen
7066,7066,48170463,sorte oejne
7068,7068,54871953,harry potter og flammernes pokal
7069,7069,52909961,storesoester
7078,7078,51818067,bad standing
7088,7088,48739865,vovserne redder julen
7090,7090,53287506,livsmodig
7094,7094,38747282,splitsekund
7098,7098,54977042,det du ikke forstaar goer dig klogere
7103,7103,52636116,isadora moon gaar i skole
7108,7108,29782601,magiens mester 1
7110,7110,52509211,en dyrebar gave
7111,7111,47493021,min kamp 6 bog
7113,7113,53367992,faa tingene gjort
7114,7114,53931987,tilfaeldets leg
7119,7119,48151779,tre seje prinsesser
7120,7120,46876288,paa knivens aeg
7121,7121,51198093,den sidste gode mand
7123,7123,51405374,palle slaar katten af toenden
7124,7124,29963150,anja
7125,7125,54245041,doeden staar paa ski
7128,7128,53708897,ild i natten
7129,7129,38763148,gurli gris foerste 100 ord
7131,7131,54216637,olivia og anton paa spoegelsesjagt
7132,7132,39148323,vild med messi
7136,7136,52504945,kasper schmeichel
7138,7138,54933177,strik mig
7150,7150,46492005,verdensklasse
7151,7151,50571459,ninja niller  blodets baand del 1
7152,7152,53222196,loeftet
7153,7153,5000319,peter pedal paa hospital
7156,7156,62038454,den aerlige bedrager
7160,7160,38865927,199 ting paa vejen
7163,7163,50769003,kongens kvinder
7170,7170,51339983,i skjul
7175,7175,29681635,se dig ikke tilbage
7177,7177,135211028,lasseleif syns der kommer en drage
7184,7184,53978150,hvorfor doede anette
7186,7186,47020654,monteperdido
7187,7187,51753860,den genfoedte morder
7190,7190,51821246,minions  soeg og find
7206,7206,27195601,willi bliver vaek
7210,7210,50673235,hvor er den lille boremaskine
7211,7211,5025184,gummitarzan
7213,7213,53340873,de ualmindelige  den boejede moent
7214,7214,54315996,fodboldvrimlebog
7215,7215,51370767,jeg putin
7223,7223,54985444,skjult kamera
7226,7226,62771585,bianca bates unik  alma
7227,7227,54871945,harry potter og fangen fra azkaban
7230,7230,51702964,after del 1
7235,7235,29956332,vantro
7239,7239,27013295,en pony i praemie
7242,7242,22893645,flunkerne i 100 aar
7243,7243,53049052,gaet en bil ivan
7246,7246,28765460,den store bog om store dinosaurer
7249,7249,52346746,et nyt liv
7254,7254,54632436,rene bisser i zoo
7255,7255,135280402,spidey og hans fantastiske venner  ballade paa byggepladsen
7256,7256,54055781,nattens fristelser
7258,7258,61487727,haendelsen
7259,7259,46943376,kroppen
7262,7262,29885869,ronaldo
7263,7263,54873123,mit livs hemmelighed
7264,7264,28762461,rasmus klump leger gemmeleg
7268,7268,52020905,din fantastiske krop
7271,7271,51716191,ninja niller vender tilbage
7277,7277,54631863,disneys skoenheden og udyret
7280,7280,46404718,blottet for dig
7285,7285,48622453,foelg sporene  foelg den traktor
7297,7297,39055643,anna faar en ven
7298,7298,52430364,kaniner
7301,7301,135726281,stamina
7302,7302,53563279,peter pedal vasker bil
7309,7309,53175430,hvorfor skal jeg laere at sige pyt
7313,7313,52197570,foedselsdagsfest for lotte
7319,7319,27463533,lopperne
7321,7321,62745479,5 minutter i godnat
7322,7322,53867316,sjaler
7323,7323,48984819,trold
7327,7327,29562431,familien tides hemmeligheder
7329,7329,134294329,paa eventyr med bedstefar
7332,7332,47964245,helvede paa oestfronten
7333,7333,51896823,nem strik paa store pinde
7334,7334,134490896,gigantosaurus  den store stygge dino
7335,7335,38675052,de kompetente foraeldre
7339,7339,53231705,proeven
7341,7341,29346496,en dyr affaere
7342,7342,53819621,ea 3a  den nye skole
7343,7343,54989164,enhjoerningefeerne  den forheksede vind
7344,7344,52978823,isadora moon gaar til ballet
7348,7348,53434193,dinosaurer
7349,7349,51667727,dino paa nye eventyr
7355,7355,47830966,emfodbold
7357,7357,53998356,ib har en dum dag
7359,7359,27702996,turen gaar til moen  lollandfalster
7361,7361,29600570,oscar og olivia paa rumeventyr
7366,7366,48178545,hemmeligheder
7367,7367,54750552,jeg er genert
7374,7374,46647076,se roer og foel
7375,7375,48254802,naeste
7379,7379,38633007,sjove gaader
7380,7380,47560829,det vi taenker paa inden vi falder i soevn
7381,7381,38633031,sjove vittigheder
7382,7382,48017053,det hviskende rum
7385,7385,52662826,spoegelserne i hausers palae
7389,7389,29464898,nattevagt
7398,7398,62292873,spiderman
7401,7401,48443915,mickeys fantastiske eventyr
7404,7404,135635529,bedre hud med aarene
7406,7406,48024416,verdensklasse
7414,7414,53551270,sirenen
7417,7417,47583381,klokkeblomst og piratfeen
7418,7418,53700799,isadora moon paa udflugt
7423,7423,54893507,bryster skal hoppe naar man hikker
7425,7425,47321018,bedstefar med slag i
7428,7428,27892272,mor muh og krage
7435,7435,51499360,krummerne
7442,7442,47178436,lady og vagabonden
7448,7448,54082894,paa toppen af bakken
7449,7449,27458467,max og alf i bio
7450,7450,53119484,turen gaar til island
7453,7453,29039585,bamse
7458,7458,54997620,knivens stemme
7461,7461,48586554,an paa is
7463,7463,50930661,stor og staerk
7465,7465,27365876,den hvide hjort
7472,7472,55097658,krop og aand  og meningen med livet
7475,7475,53508197,love is war 2
7476,7476,46621719,lionel andres messi
7479,7479,53448887,to og to
7482,7482,53563295,peter pedal hjaelper blikkenslageren
7484,7484,61371591,hvor er alfons aaberg
7488,7488,46076486,sygdomslaere
7495,7495,54011555,mestervaerket
7498,7498,47366763,se vores solsystem udfolde sig
7499,7499,54414560,thomas paa nye eventyr
7500,7500,53652093,fantastiske skabninger og hvor de findes
7501,7501,54873131,morder antages
7502,7502,54079990,se ud ib
7508,7508,46496477,kvindens nydelse
7509,7509,54872003,harry potter og halvblodsprinsen
7511,7511,26760844,sif soes og mis
7514,7514,28705719,nanas kanin
7516,7516,48771009,prinsessen den rystende sandhed om livet bag sloer i saudiarabien
7519,7519,53414125,dan faar en pil
7521,7521,52440548,den hemmelige elsker
7527,7527,48281885,sommer i paris
7531,7531,52676614,forfoerende paris
7534,7534,53237398,aalj
7535,7535,38967983,monsters university
7536,7536,46937031,halo  callouts og karriere
7537,7537,51562682,sjove og lyseroede prinsessehistorier
7539,7539,53307450,vulkaner
7541,7541,52222788,simons tricks
7542,7542,46621751,neymar da silva santos junior
7543,7543,134143665,en dag med gurli gris
7548,7548,61867279,21 vegetariske dage til vaegttab
7549,7549,62905638,5 minutter i godnat
7555,7555,134294396,red skolebussen
7560,7560,52666767,rummet
7561,7561,47052548,foelg dine droemme
7565,7565,52134102,grib dagen
7567,7567,54237936,jeg er fcking hot
7569,7569,135261378,spidey og hans fantastiske venner  sandman vil ikke dele
7578,7578,27264956,historien om pandekagen
7584,7584,53537618,hold op med at skrige anna
7590,7590,54196733,praesidenten er forsvundet
7593,7593,39498901,rainbow dash og laesemissionen
7594,7594,28886691,hvor er den lille drage
7595,7595,39255243,doeden i pontaven
7597,7597,38901478,min foerste bog om klokken
7599,7599,48357547,juventus fc
7600,7600,51595475,bertram  kidnapning
7608,7608,53440347,dansk kriminalreportage aargang 2015
7609,7609,29363714,skaebnekampen
7610,7610,46943384,rummet
7612,7612,53538142,fy og bi i en aa
7616,7616,51545168,ricky ricotta  megarobotten
7619,7619,52862108,spillet om sirenen
7621,7621,52986036,indy  en laesehund
7622,7622,53597467,ulven
7624,7624,27805779,den doeende dandy
7628,7628,51254481,gud er bare hund stavet bagfra
7629,7629,28951841,dybt fald
7633,7633,47754291,aekle aeventyr 2
7634,7634,26763029,sif og soes
7636,7636,29654719,fjeldgraven
7643,7643,51588061,mathilde bliver storesoester
7645,7645,46890833,hun var velkommen
7647,7647,54965036,tael til ti
7650,7650,27971717,laura i zoologisk have
7655,7655,62764376,jeg er her jo
7659,7659,39577097,hvor bliver mine poeller af
7662,7662,29420629,hvor er den lille blaa bil
7667,7667,51637364,gyldendals store godnatbog for de smaa
7669,7669,39239248,martin luther king
7671,7671,51006062,min store bog om ord
7673,7673,50612945,en sommerdag
7676,7676,46239741,ulven
7680,7680,51563794,den usynlige vogter
7681,7681,46557018,bambi
7682,7682,52613604,syge sjaele
7686,7686,53425674,babyen i mors mave
7688,7688,48991696,hun som vaager
7689,7689,52764041,iste
7692,7692,52831040,er vi venner
7696,7696,46575598,dage i cape may
7697,7697,62511524,skoleklar
7715,7715,62849487,dobbeltliv
7717,7717,50663922,det spoeger sigge
7722,7722,52411203,helvedesilden
7724,7724,47227275,alene hjemme
7726,7726,54157207,bang
7727,7727,47930472,isbjoern
7731,7731,39278383,pelle  ronja  froe og sutterne
7733,7733,47178428,bambi
7734,7734,29764840,de tre bukke bruse
7735,7735,52691125,teddy  den lille helt
7738,7738,29606404,evas oeje
7742,7742,61959122,luca
7744,7744,29481997,hex hall 1
7746,7746,53143164,toptrimmede tarme
7748,7748,52593298,sommerferie
7754,7754,27088813,paa ferietur i danmark
7755,7755,54294425,kreasjov  aaret rundt
7756,7756,52115825,min allerfoerste bog om rummet
7761,7761,51642570,kvinder der forandrede verden
7762,7762,50936171,ninja niller  blodets baand del 3
7775,7775,53852475,de efterlod os alt
7777,7777,52743761,faeroesk strikkebog
7779,7779,54570538,bamses allergodeste billedbog
7780,7780,47149835,paa holdet
7783,7783,52815266,koala
7786,7786,46474708,askepot
7795,7795,27757200,den gyldne drage
7799,7799,51930754,min foerste klokkebog
7802,7802,29735409,bruddet
7804,7804,38718355,den lille bog om kroppen
7808,7808,47530822,robert skov  et talent
7812,7812,29676739,den tomme plads
7813,7813,47254949,de smaa vitser bind 1
7814,7814,27655777,paa ski i soeby
7815,7815,51068890,kys mig nu
7821,7821,29412022,turen gaar til tjekkiet  slovakiet
7825,7825,21480584,mariehoenen evigglad
7828,7828,47288762,kukkuk hvem gemmer sig der
7830,7830,46615115,mit farvestraalende dyreatlas
7831,7831,27458300,jon og pil i zoo
7832,7832,48907687,gurli gris  den stoerste mudderpoel i verden
7833,7833,53367968,det litteraere apotek
7834,7834,26989450,en dag i vuggestuen smoerklatten
7835,7835,26892139,jon og max
7837,7837,53761518,robotter
7843,7843,48947298,stoerre end os
7851,7851,54927452,afrodites smil
7856,7856,45965147,her i boernehaven
7857,7857,27326730,heltemod og kragelort
7858,7858,27443583,en toesedrengs dagbog
7860,7860,29101469,jaetternes kamp
7861,7861,26892252,max og alf
7867,7867,53208096,rosa hos frisoeren
7875,7875,28377533,mumis foedselsdagsknap
7877,7877,7018207,soeren og mette
7878,7878,38997858,5 minutter i godnat
7889,7889,51702131,lykke
7893,7893,46908937,frygten
7895,7895,29991006,politikens store eventyrbog
7897,7897,53265960,hvad er der bag doeren
7900,7900,61507612,terapeuten
7904,7904,25767071,peter pedal og foedselsdagsfesten
7907,7907,48952208,fem minutter med hvalpevennerne
7916,7916,61522972,bent og anja
7918,7918,29793158,svaerkeslaegten 6
7921,7921,46540476,isadora moon gaar i skole
7923,7923,38718428,giraf
7924,7924,51619889,befri zula
7925,7925,55155496,skjulte saar
7928,7928,52858062,jeg har jo sagt godnat
7930,7930,48577032,min foerste bog om yoga
7931,7931,52878640,alt er muligt
7938,7938,52986664,gry paa rideskole
7939,7939,48754562,sophies valg
7945,7945,136174282,pigen ved broen
7947,7947,26848628,peter pedal i zoologisk have
7948,7948,52629578,drabscheferne  de stoerste sager
7950,7950,53103812,det regner med slik
7959,7959,28450702,laura bliver syg
7961,7961,48622399,buldretrolden  buldrer ikke i dag
7962,7962,47445434,fanget
7967,7967,54998295,bevaegelse
7970,7970,53504132,feskolen syvtaarn
7971,7971,48843654,feernes fantastiske verden
7973,7973,39562499,aaret rundt med pelle  ronja
7975,7975,51054830,jeg er faeaerdiiig
7986,7986,52305756,som stjernerne staar
7990,7990,50593576,smagen af dig
7997,7997,62723823,klar parat skolestart
7998,7998,53816304,alt om stjerner og planeter
8000,8000,48528465,dilemma
8003,8003,53513573,doede piger lyver ikke
8014,8014,53307841,turen gaar til madrid
8015,8015,28049331,hvor er prinsessekronen
8016,8016,51995600,danmark besat
8020,8020,54690045,tove ditlevsen
8021,8021,52705614,fra min faders skygge
8029,8029,53615872,storm over manhattan
8030,8030,54234163,vild magi
8031,8031,48077757,det er kvinder som mig de kalder ofre
8032,8032,38785486,cocoknits sweater workshop
8033,8033,29158436,svaerdets mester bog 2
8034,8034,29961514,oplev tyskland
8043,8043,51247000,kamma morgensur
8048,8048,47849055,mit navn er justice  mordene paa highbury house
8051,8051,22677780,harry potter og hemmelighedernes kammer
8056,8056,54138857,rasmus klump hos grisene i troldeskoven
8060,8060,54171188,jo er et fae
8061,8061,52389429,som stjernerne staar
8062,8062,52230942,seks historier om sex
8065,8065,46581636,anarkisten
8071,8071,54138822,rasmus klump i pyramiderne
8072,8072,51692349,kulde
8076,8076,48326986,tael og tal om dinoerne
8077,8077,53014712,fermentering 20
8078,8078,52020867,fies hvalpe
8079,8079,51226763,lotte leder
8084,8084,29995605,anton og messi
8088,8088,61572104,linse og didde
8092,8092,52048206,rapunzel  to paa flugt
8094,8094,53975607,hitman bind 2
8095,8095,50623327,de tre smaa grise
8099,8099,39000555,hvorfor nu
8102,8102,50718808,skyggedoed
8105,8105,47438365,hvem var det der vandt i dag
8112,8112,48044646,lauras store billedordbog
8121,8121,46764617,verdens vildeste boern
8122,8122,54216629,alle tre kom ud i boernehaven aerten
8123,8123,38873636,hvorfor nu
8126,8126,51552326,simon skal i nulte
8127,8127,50663760,kaere lise
8129,8129,51704274,rosas mobil er rosa
8132,8132,29537550,til lykke hr struganoff
8133,8133,52122090,nederdele  kjoler for begyndere
8135,8135,53597769,de der soeger
8139,8139,51000455,ved foerste blik
8140,8140,53816428,sund mad til kloge tarme
8143,8143,62305673,roed
8145,8145,29911487,kaptajn bimse og kong kylie
8146,8146,45992349,de 10 farligste dyr
8147,8147,48319114,min bedste bog  maskiner
8148,8148,48749011,den lille havfrue
8150,8150,47125057,livsopgaver
8153,8153,52556961,boernenes leksikon
8154,8154,62493127,stormens rasen
8155,8155,53606245,slut med forbudt
8157,8157,52504120,calendar girl 8
8159,8159,51820304,after del 2
8161,8161,51006119,ella og vera
8162,8162,38202634,rosa uden filter
8163,8163,38410997,godnathistorier 10
8167,8167,53530893,uden forbehold
8171,8171,50936287,ninja niller  blodets baand del 4
8174,8174,52623235,sigurd fortaeller danmarkshistorie bind 2
8180,8180,53586902,paddington ved slottet
8182,8182,51725980,jeg vil ogsaa have en lillebror
8185,8185,53113893,heste
8186,8186,52594979,vredens land
8188,8188,28319320,skrig under vand
8190,8190,39498898,pinkie pie og den store kagedyst
8191,8191,29553076,harold frys usandsynlige pilgrimsfaerd
8193,8193,54995997,godnathistorier
8196,8196,45991660,sabotoererne
8203,8203,52272114,land i datid
8206,8206,53032842,laes med landsholdet og pierreemile hoejbjerg
8209,8209,54055730,vi havde jo bare en pause
8210,8210,54422555,alt dette vil jeg give dig
8211,8211,54156987,rasmus klump paa troldejagt
8214,8214,29512450,messi
8215,8215,51965914,flettepigernes favoritter
8216,8216,48215262,den store fest
8217,8217,46747607,det er mig der er helten  prinsessen  ridderen
8219,8219,50755797,graadig som havet
8221,8221,51171160,fc mezzi moeder messi
8224,8224,29989699,a b c
8227,8227,61572341,pelsede venner
8228,8228,52636906,vera maa faa slik
8229,8229,54990111,forbudte hemmeligheder
8233,8233,52721105,saga paa ridelejr
8234,8234,29932220,en gang morder
8236,8236,62235373,bandekrig
8238,8238,39453428,skatteoeen med anders og mickey
8239,8239,47583187,en hylende halloween
8240,8240,50852326,kig  find i prinsesselandet
8241,8241,51843991,sagas nye ven
8249,8249,53934722,green kitchen derhjemme
8250,8250,27463355,havet
8251,8251,47331188,minecraft  de forsvundne dagboeger
8252,8252,46890841,disneys bjoerne broedre
8253,8253,26332435,mystiske mumier
8254,8254,47602947,vintereventyr
8257,8257,54051395,mind master
8259,8259,51087550,froeken fine og den stjaalne kjole
8260,8260,50710602,mig foer dig
8261,8261,26515289,hoejskolesangbogen
8263,8263,38282859,giraffen gumle  og andre boernesange
8264,8264,51497066,de uoenskede
8267,8267,52048176,hvordan har du det
8269,8269,47259401,mig
8270,8270,46496086,personlig motivation
8271,8271,29953554,eget ansvar
8273,8273,53621325,fifty shades 3
8274,8274,53776116,ride ride ranke
8276,8276,54990219,forbudte lyster
8282,8282,61961046,doeden skal du lide
8283,8283,52117704,alle har en bagside
8287,8287,47227054,5 minutter i jul
8288,8288,29908966,den nat da sigge blev foedt
8290,8290,46952189,ayurveda
8293,8293,28120648,mod til at haabe
8294,8294,26138639,brudeskibet
8295,8295,38997912,mine foerste 100 maskiner
8297,8297,53188923,sommeren med ellen
8299,8299,47873819,klar til kamp
8304,8304,54188943,laes med landsholdet og pione sisto
8310,8310,47841577,fy bo
8318,8318,48455247,bmx
8320,8320,52522439,raevens bytte
8324,8324,52751454,en dans for to
8332,8332,53016901,pinocchio
8333,8333,47814448,blitzkrig
8335,8335,54632460,hvad er dog det for en aarstid
8336,8336,29579539,kold frygt
8340,8340,52862515,engang en sommer
8343,8343,47961327,haven med stil
8345,8345,50642860,around  8 toerklaeder
8352,8352,46404858,hallo  er der hul igennem
8353,8353,48134831,det 3 riges undergang
8354,8354,46774132,far til fire paa toppen
8357,8357,51299442,hans og grete
8366,8366,39278812,store stjerner i basket
8368,8368,28255322,i medgang og modgang
8371,8371,46496469,moden kaerlighed
8373,8373,48474071,den som soeger skal finde
8376,8376,46943929,klimaguiden
8380,8380,53732097,clowns
8381,8381,51919238,lego ninjago  myldrebog
8385,8385,52943337,bjoerneklo
8390,8390,48501826,titteboeh  ko
8394,8394,46742362,mine foerste ord om bondegaarden
8396,8396,52908582,en aerlig mand
8409,8409,27462944,tre engle og fem loever
8410,8410,54414633,den fjollede vrimlebog
8412,8412,61729224,mumitrolden
8415,8415,46381203,bring mig tilbage
8416,8416,51625579,kuppet
8417,8417,45965228,poelle pille eller paere
8418,8418,38354906,den mandige elg praesenterer  en elgtastisk sommerferie
8419,8419,26971640,balladen om den forsvundne mumie
8420,8420,53702619,loeftet
8422,8422,27600158,det blodroede taarn
8424,8424,53139043,hvem er bange for fru gyllembourg
8426,8426,46132807,hvis du ser en krokodille  og andre boernesange
8433,8433,51475119,tisse og boerste taender
8434,8434,53261302,postmand per  historier fra groennedal
8437,8437,54872186,harry potter og doedsregalierne
8438,8438,48368425,dilemma
8440,8440,51361725,mig foer dig
8441,8441,46612264,ulven kommer
8443,8443,45966798,katharerne
8444,8444,48888607,min jul
8445,8445,38898264,daemonens doed
8447,8447,47577675,isbjoern
8450,8450,62516135,stol paa mig
8452,8452,50818314,dinosaurer
8455,8455,48666264,elefanter paa tur
8456,8456,29976848,froeken fine har vaeret paa ferie
8458,8458,52367409,dukkernes nat 1
8460,8460,61495452,det nye mig
8461,8461,39591308,foerste dag i boernehaven
8463,8463,47582989,jacquinernes flugt
8469,8469,29770263,den syvende skriftrulle
8470,8470,27013406,bridge house
8471,8471,51465741,little red ridinghood
8473,8473,46010469,lise noergaard
8485,8485,52128811,plan b  de hurtige retter
8490,8490,52764092,hamster
8491,8491,54365497,min hemmelige dagbog
8494,8494,48004113,den mistaenkte
8497,8497,53538134,fy og bi i en eg
8498,8498,31802067,gurli gris  den fraekke skildpadde og andre historier
8499,8499,52806119,hc andersens klodshans
8501,8501,38412485,i form med tapiren
8505,8505,53549004,barnet
8511,8511,135182877,krystalhjerte bog 1
8512,8512,53414095,lea ser en ulv
8513,8513,54365519,den grimme aelling
8514,8514,54346581,de voksne er maerkelige
8517,8517,48748953,mumitrolden og havorkestret
8518,8518,50544540,forraadt
8519,8519,46378202,se paa os nu
8524,8524,23880296,den store bog om dukketoej
8531,8531,47253217,jeg er en der kan sige saadan
8537,8537,51618386,bo i skoven
8542,8542,52250072,fililumbur  du er en stjerne
8545,8545,46556968,dumbo
8546,8546,51757343,de smaa monstre  her roder
8548,8548,28120613,shahens elefant
8549,8549,29783802,strik a la carte ii
8550,8550,38185217,haevn
8551,8551,52087368,i loevens spor
8554,8554,50649121,mimis zoo
8556,8556,53157017,nordiske haver
8565,8565,46687515,paa opdagelse under boelgerne
8566,8566,46319656,jo paa is
8569,8569,52269423,den usynlige mand fra salem
8570,8570,134784733,gigantosaurus  den store findebog
8576,8576,47582857,fedtmule og den fantastiske fisk
8587,8587,54681917,det goer ondt i maven mor
8588,8588,52669561,kom igen felina
8594,8594,51060490,rose og veninderne
8599,8599,28763298,heksenat
8600,8600,47559022,min store bog om naturen
8601,8601,52440661,faelden
8606,8606,46621573,vejen til mumidalen  og andre fortaellinger af tove jansson
8610,8610,39238993,forsvundet
8612,8612,54978391,undercover saeson 1
8616,8616,53440304,krigeren
8617,8617,135303151,forvandlingens metode
8618,8618,29790973,froeken fine skal til foedselsdag
8620,8620,38419617,vegetar
8621,8621,50852318,kig  find i felandet
